Lane,"Assembly Type","Total Length","No Contigs","Avg Contig Length","Largest Contig",N50,"Contigs in N50",N60,"Contigs in N60",N70,"Contigs in N70",N80,"Contigs in N80",N90,"Contigs in N90",N100,"Contigs in N100","No scaffolded bases (N)","Total Raw Reads","Reads Mapped","Reads Unmapped","Reads Paired","Reads Unpaired","Total Raw Bases","Total Bases Mapped","Total Bases Mapped (Cigar)","Average Read Length","Maximum Read Length","Average Quality","Insert Size Average","Insert Size Std Dev"
42092_1#22,"Scaffold: SPAdes + Improvement",5543744,66,83996.12,584474,321390,7,222307,10,194364,12,155398,15,92314,20,436,66,1059,2675432,2632959,42473,2602738,30221,403990232,397576809,397486955,151,151,35.6,393.2,117.1
42092_1#24,"Scaffold: SPAdes + Improvement",5440081,35,155430.89,812735,362971,5,285592,7,245854,9,203234,11,99455,16,385,35,1037,2994372,2954050,40322,2925104,28946,452150172,446061550,445962413,151,151,35.6,390.3,116.2
42092_1#26,"Scaffold: SPAdes + Improvement",5592846,48,116517.62,679398,376761,6,367017,7,288081,9,160518,12,93062,16,439,48,1390,3536996,3482713,54283,3441310,41403,534086396,525889663,525764480,151,151,35.6,407.7,119.6
42092_1#28,"Scaffold: SPAdes + Improvement",5716187,61,93707.98,841449,326092,7,269168,8,239198,11,188049,13,72816,19,426,61,580,3305908,3260740,45168,3228470,32270,499192108,492371740,492263472,151,151,35.7,396.9,118.1
42092_1#30,"Scaffold: SPAdes + Improvement",5548194,68,81591.09,845206,270730,7,199791,9,192528,12,151775,15,92314,20,365,68,488,2408080,2376638,31442,2354184,22454,363620080,358872338,358797406,151,151,35.7,397.3,118.0
42092_1#32,"Scaffold: SPAdes + Improvement",5545839,63,88029.19,809978,362878,6,268910,8,199731,10,155398,13,92314,18,303,63,1085,2067220,2034204,33016,2009030,25174,312150220,307164804,307094830,151,151,35.6,405.4,118.3
42092_1#50,"Scaffold: SPAdes + Improvement",5543267,85,65214.91,466714,203382,9,194271,12,184418,15,127920,19,86905,24,319,85,820,946854,932941,13913,922880,10061,142974954,140874091,140842514,151,151,35.6,404.2,114.5
42092_1#52,"Scaffold: SPAdes + Improvement",5554441,39,142421.56,726822,401912,6,350220,7,304081,9,187358,11,99500,15,321,39,1,2365886,2334254,31632,2310812,23442,357248786,352472354,352395874,151,151,35.6,397.2,120.1
42092_1#54,"Scaffold: SPAdes + Improvement",5365016,46,116630.78,532214,319201,7,259505,9,225527,12,197192,14,84500,19,374,46,423,1608626,1584406,24220,1566566,17840,242902526,239245306,239188244,151,151,35.6,409.9,121.8
42092_1#56,"Scaffold: SPAdes + Improvement",5547537,65,85346.72,467748,268908,8,222966,11,199927,13,181383,16,92368,21,321,65,849,2712038,2673340,38698,2645270,28070,409517738,403674340,403585704,151,151,35.6,395.3,117.0
42092_1#58,"Scaffold: SPAdes + Improvement",5611133,78,71937.60,894754,352060,6,336109,7,195092,10,140962,13,69907,19,335,78,82,1452306,1430427,21879,1414598,15829,219298206,215994477,215944345,151,151,35.6,408.2,122.2
42092_1#60,"Scaffold: SPAdes + Improvement",5331302,41,130031.76,1331404,712427,3,494764,4,372919,6,335763,7,101787,10,402,41,552,2825344,2780224,45120,2746834,33390,426626944,419813824,419713064,151,151,35.5,409.9,120.4
42092_1#62,"Scaffold: SPAdes + Improvement",5572625,44,126650.57,842558,428022,5,375705,6,310203,8,193230,10,98617,14,388,44,502,2945268,2647517,297751,2434628,212889,444735468,399775067,399587876,151,151,35.5,418.3,121.4
42092_1#64,"Scaffold: SPAdes + Improvement",5543665,50,110873.30,788369,363241,5,358135,6,319353,8,203347,10,86680,15,385,50,342,885036,872463,12573,864162,8301,133640436,131741913,131711980,151,151,35.6,383.1,123.9
42092_1#82,"Scaffold: SPAdes + Improvement",5671266,72,78767.58,1281172,497102,4,472505,5,375073,7,240489,8,124849,11,320,72,74,1377252,1356742,20510,1341910,14832,207965052,204868042,204820982,151,151,35.6,394.2,114.5
42092_1#84,"Scaffold: SPAdes + Improvement",5545877,58,95618.57,957794,329273,6,260330,8,194364,11,139113,14,92314,19,365,58,1345,1981964,1951361,30603,1928532,22829,299276564,294655511,294585992,151,151,35.6,414.4,120.7
42092_1#86,"Scaffold: SPAdes + Improvement",5890603,123,47891.08,346698,113479,17,102676,23,82428,29,66212,37,27367,50,411,123,340,2677836,2629700,48136,2592884,36816,404353236,397084700,396982391,151,151,35.5,439.4,124.3
42092_1#88,"Scaffold: SPAdes + Improvement",5805619,76,76389.72,1263971,326097,5,303842,7,215204,9,141543,13,86633,18,441,76,0,3972318,3907496,64822,3858030,49466,599820018,590031896,589892233,151,151,35.5,430.8,119.8
42092_1#90,"Scaffold: SPAdes + Improvement",5554397,43,129172.02,915453,403083,5,304081,7,212909,9,142708,12,92723,17,417,43,1,3352624,3308357,44267,3275194,33163,506246224,499561907,499450394,151,151,35.6,414.3,118.9
42092_1#92,"Scaffold: SPAdes + Improvement",5591579,63,88755.22,501852,297588,8,260055,10,207625,12,188062,15,87196,20,354,63,992,3159156,3102192,56964,3059402,42790,477032556,468430992,468323320,151,151,35.7,398.0,118.1
42092_1#94,"Scaffold: SPAdes + Improvement",5672373,52,109084.10,1526026,464228,3,376827,5,371216,6,256184,8,101086,12,345,52,263,3820724,3765585,55139,3724996,40589,576929324,568603335,568476921,151,151,35.6,401.7,124.2
42092_1#96,"Scaffold: SPAdes + Improvement",5696103,51,111688.29,1229448,321978,5,278139,7,174705,10,139704,14,95265,18,339,51,1450,3344264,3293953,50311,3257484,36469,504983864,497386903,497271533,151,151,35.6,427.4,118.8
42092_1#114,"Scaffold: SPAdes + Improvement",5376110,39,137848.97,1045892,350302,5,346403,6,303688,8,256547,10,176380,12,346,39,880,2957100,2917355,39745,2888158,29197,446522100,440520605,440423623,151,151,35.6,404.2,118.2
42092_1#116,"Scaffold: SPAdes + Improvement",5559997,47,118297.81,943488,477839,4,472256,5,340965,7,182287,9,91498,15,410,47,1679,3481378,3429057,52321,3388906,40151,525688078,517787607,517666061,151,151,35.6,437.7,125.3
42092_1#118,"Scaffold: SPAdes + Improvement",5372066,46,116784.04,1407285,593417,3,312908,5,305088,6,160878,9,84088,14,367,46,0,3392114,3331051,61063,3283678,47373,512209214,502988701,502863228,151,151,35.5,428.0,120.8
42092_1#120,"Scaffold: SPAdes + Improvement",5346757,42,127303.74,762818,336013,6,314313,7,208389,10,155902,13,87059,17,522,42,71,3502330,3460058,42272,3428252,31806,528851830,522468758,522356617,151,151,35.7,407.1,120.7
42092_1#122,"Scaffold: SPAdes + Improvement",5625271,50,112505.42,1006675,306503,5,263848,6,139245,10,108095,14,79195,20,301,50,769,3343414,3289631,53783,3247906,41725,504855514,496734281,496613568,151,151,35.6,434.0,124.1
42092_1#124,"Scaffold: SPAdes + Improvement",5624825,48,117183.85,1006546,436798,4,278194,6,202574,9,106277,13,79178,19,528,48,705,4323720,4256479,67241,4205434,51045,652881720,642728329,642572011,151,151,35.6,393.1,117.9
42092_1#126,"Scaffold: SPAdes + Improvement",5768861,72,80123.07,840810,263576,7,197556,9,188058,12,139113,16,68342,22,361,72,810,3201360,3153499,47861,3118132,35367,483405360,476178349,476067984,151,151,35.6,425.0,120.2
42092_1#128,"Scaffold: SPAdes + Improvement",5625953,46,122303.33,1006681,436795,4,215049,6,161604,9,110186,13,86628,19,521,46,749,4031888,3972533,59355,3929040,43493,608815088,599852483,599713202,151,151,35.6,414.4,120.8
42092_1#146,"Scaffold: SPAdes + Improvement",5693075,59,96492.80,584512,269168,7,210583,9,192528,12,139114,16,79553,22,437,59,660,3888598,3829496,59102,3786368,43128,587178298,578253896,578121307,151,151,35.6,394.9,117.8
42092_1#148,"Scaffold: SPAdes + Improvement",5613150,52,107945.19,700735,374110,6,369569,7,212304,10,182525,12,73289,19,485,52,363,2971532,2930871,40661,2899792,31079,448701332,442561521,442458654,151,151,35.6,421.9,124.6
42092_1#150,"Scaffold: SPAdes + Improvement",5766542,75,76887.23,729908,336335,6,223980,9,215067,11,134945,15,60182,22,349,75,68,3063598,3018391,45207,2984426,33965,462603298,455777041,455668591,151,151,35.5,412.6,122.3
42092_1#152,"Scaffold: SPAdes + Improvement",5363735,51,105171.27,570402,266781,7,220200,9,186159,12,128639,16,63852,22,392,51,177,3305604,3259475,46129,3224510,34965,499146204,492180725,492068845,151,151,35.6,433.4,120.0
42092_1#154,"Scaffold: SPAdes + Improvement",5593746,51,109681.29,666775,355198,7,247454,9,200425,11,158366,15,93066,19,488,51,787,3417194,3360540,56654,3317706,42834,515996294,507441540,507317086,151,151,35.5,435.4,126.0
42092_1#156,"Scaffold: SPAdes + Improvement",5348099,58,92208.60,394466,212036,9,201332,11,117371,15,96320,20,66833,26,314,58,1254,4017954,3955008,62946,3905312,49696,606711054,597206208,597058617,151,151,35.5,415.1,118.3
42092_1#158,"Scaffold: SPAdes + Improvement",5617956,51,110156.00,968524,263848,5,192643,7,137831,11,106211,15,73467,22,499,51,453,3258416,3206305,52111,3165778,40527,492020816,484152055,484033981,151,151,35.5,424.1,121.2
42092_1#160,"Scaffold: SPAdes + Improvement",5646469,51,110715.08,880179,385638,5,351235,7,317724,8,165599,11,74191,17,462,51,1402,3552568,3487733,64835,3439084,48649,536437768,526647683,526510827,151,151,35.4,426.8,122.3
42092_1#178,"Scaffold: SPAdes + Improvement",5274869,44,119883.39,1194679,464951,4,461823,5,356430,6,306737,8,84207,11,413,44,74,3108570,3066349,42221,3034520,31829,469394070,463018699,462915703,151,151,35.6,420.1,116.6
42092_1#180,"Scaffold: SPAdes + Improvement",5624873,48,117184.85,1006515,284841,5,205745,7,159411,10,110186,14,79169,20,367,48,189,3471300,3414487,56813,3371012,43475,524166300,515587537,515457978,151,151,35.5,428.9,124.2
42092_1#182,"Scaffold: SPAdes + Improvement",5614440,64,87725.62,730436,335299,7,242363,9,223234,11,160706,14,86906,19,360,64,73,3459634,3411741,47893,3374740,37001,522404734,515172891,515052647,151,151,35.6,432.0,120.6
42092_1#184,"Scaffold: SPAdes + Improvement",5611855,75,74824.73,846790,350468,6,335455,7,223190,9,146674,13,60682,18,322,75,74,2811056,2773524,37532,2745852,27672,424469456,418802124,418709764,151,151,35.6,389.8,116.1
42092_1#186,"Scaffold: SPAdes + Improvement",5501054,32,171907.94,751557,498077,5,479917,6,374894,7,313173,9,305793,10,392,32,17,3616188,3554888,61300,3508332,46556,546044388,536788088,536657427,151,151,35.5,433.3,121.7
42092_1#188,"Scaffold: SPAdes + Improvement",5464792,35,156136.91,1119853,439812,5,384819,6,356873,7,190201,9,94333,13,423,35,640,3604744,3547736,57008,3504104,43632,544316344,535708136,535579613,151,151,35.5,416.6,116.9
42092_1#190,"Scaffold: SPAdes + Improvement",5625688,47,119695.49,1006669,438556,4,258062,6,168430,9,110186,13,83286,19,420,47,908,3762556,3704226,58330,3659022,45204,568145956,559338126,559201862,151,151,35.6,429.6,122.5
42092_1#192,"Scaffold: SPAdes + Improvement",5343844,37,144428.22,1254079,454943,3,378726,5,329877,6,213820,8,156509,11,430,37,266,3954844,3889402,65442,3842410,46992,597181444,587299702,587162631,151,151,35.5,420.2,123.3
42092_1#210,"Scaffold: SPAdes + Improvement",6478293,1415,4578.30,798956,224938,9,197897,12,125050,16,81520,22,1725,72,126,1415,441,3518834,3373607,145227,3325668,47939,531343934,509414657,509291930,151,151,35.6,418.5,119.9
42092_1#212,"Scaffold: SPAdes + Improvement",5665619,36,157378.31,1626183,741030,3,554564,4,321963,5,206044,7,99264,10,403,36,798,3396774,3344444,52330,3303392,41052,512912874,505011044,504885021,151,151,35.5,432.9,117.9
42092_1#214,"Scaffold: SPAdes + Improvement",5720000,47,121702.13,1053276,973654,3,795429,4,353293,5,281782,7,151700,9,353,47,341,3718180,3669038,49142,3632232,36806,561445180,554024738,553904230,151,151,35.6,435.0,123.0
42092_1#216,"Scaffold: SPAdes + Improvement",5598620,60,93310.33,943656,329376,7,217184,9,165637,12,135851,15,86784,21,314,60,1160,3656524,3599014,57510,3555266,43748,552135124,543451114,543319028,151,151,35.5,429.6,121.5
42092_1#218,"Scaffold: SPAdes + Improvement",5458561,44,124058.20,992058,307923,6,283280,8,218757,10,172130,13,105881,17,431,44,377,3555292,3503211,52081,3464442,38769,536849092,528984861,528860308,151,151,35.6,404.0,122.0
42092_1#220,"Scaffold: SPAdes + Improvement",5709048,108,52861.56,403598,165606,12,101353,17,86811,23,58502,31,34580,43,380,108,985,3492806,3440384,52422,3401170,39214,527413706,519497984,519377341,151,151,35.5,409.6,115.2
42092_1#222,"Scaffold: SPAdes + Improvement",5510754,39,141301.38,1349297,512412,4,511295,5,349072,6,206809,8,94650,12,332,39,266,3051300,3001773,49527,2962868,38905,460746300,453267723,453157301,151,151,35.5,430.4,123.1
42092_1#224,"Scaffold: SPAdes + Improvement",5612635,67,83770.67,730337,350651,6,335309,7,223116,10,160647,12,60620,19,325,67,37,3749730,3693731,55999,3652168,41563,566209230,557753381,557622550,151,151,35.6,414.5,120.5
42092_1#242,"Scaffold: SPAdes + Improvement",5354052,70,76486.46,1078562,428661,5,248783,6,194941,9,131283,12,69137,17,321,70,345,3773826,3722523,51303,3683552,38971,569847726,562100973,561968857,151,151,35.6,416.7,120.7
42092_1#244,"Scaffold: SPAdes + Improvement",4016546,25,160661.84,1877261,454388,2,406134,3,317203,4,175404,5,113913,8,312,25,487,2526538,2482725,43813,2449046,33679,381507238,374891475,374800741,151,151,35.5,438.7,126.9
42092_1#246,"Scaffold: SPAdes + Improvement",5018442,51,98400.82,532405,198754,9,129834,12,99785,16,83746,21,63879,28,470,51,699,4145204,4072199,73005,4017594,54605,625925804,614902049,614754424,151,151,35.6,425.9,119.7
42092_1#248,"Scaffold: SPAdes + Improvement",5614807,62,90561.40,730451,350068,6,335653,7,223234,10,149578,13,86906,17,370,62,74,3412882,3358574,54308,3317190,41384,515345182,507144674,507022851,151,151,35.5,438.0,121.9
42092_1#250,"Scaffold: SPAdes + Improvement",5245988,38,138052.32,884351,373360,5,349657,7,343048,8,206419,10,113056,14,378,38,327,3705094,3649959,55135,3607670,42289,559469194,551143809,551013713,151,151,35.5,416.4,119.2
42092_1#252,"Scaffold: SPAdes + Improvement",5579653,48,116242.77,2018887,1463615,2,1463615,2,472852,3,367479,5,350398,6,450,48,643,4289102,4151898,137204,4048792,103106,647654402,626936598,626769709,151,151,35.6,402.6,119.0
42092_1#254,"Scaffold: SPAdes + Improvement",5545827,45,123240.60,971871,380142,5,309105,7,245831,9,155328,11,77589,17,385,45,626,3518288,3447819,70469,3392840,54979,531261488,520620669,520485403,151,151,35.4,418.1,124.3
42092_1#256,"Scaffold: SPAdes + Improvement",5668454,67,84603.79,452095,312455,8,230693,10,158839,13,110066,17,74264,23,401,67,305,3455608,3404367,51241,3365796,38571,521796808,514059417,513939369,151,151,35.6,417.7,118.3
42092_1#274,"Scaffold: SPAdes + Improvement",5373163,34,158034.21,1248892,623955,3,501116,4,359279,6,340823,7,97149,11,323,34,84,3317678,3271928,45750,3236748,35180,500969378,494061128,493944037,151,151,35.6,419.6,118.3
42092_1#276,"Scaffold: SPAdes + Improvement",5553592,48,115699.83,700527,331565,6,307996,7,217544,10,160533,13,125048,16,506,48,22,3369402,3314618,54784,3273728,40890,508779702,500507318,500386522,151,151,35.5,422.9,119.1
42092_1#278,"Scaffold: SPAdes + Improvement",5611574,68,82523.15,730337,350651,6,335160,7,215067,10,160706,13,60226,18,325,68,73,3481354,3419160,62194,3371046,48114,525684454,516293160,516158950,151,151,35.5,440.6,122.8
42092_1#280,"Scaffold: SPAdes + Improvement",5613752,72,77968.78,844492,335523,6,235904,8,196340,10,141091,14,60553,19,370,72,153,3883110,3824264,58846,3778612,45652,586349610,577463864,577323583,151,151,35.5,427.5,119.3
42092_1#282,"Scaffold: SPAdes + Improvement",5018804,54,92940.81,531203,182216,9,119214,13,99751,17,82419,23,57563,30,387,54,905,4033190,3963425,69765,3913318,50107,609011690,598477175,598336411,151,151,35.6,404.6,123.1
42092_1#284,"Scaffold: SPAdes + Improvement",5612927,69,81346.77,650111,350552,6,233850,8,215067,11,149551,14,60611,20,325,69,69,3868934,3808095,60839,3762978,45117,584209034,575022345,574886943,151,151,35.5,424.7,116.2
42092_1#286,"Scaffold: SPAdes + Improvement",5353106,71,75395.86,1350264,255755,5,220977,8,188203,10,101689,14,53666,20,302,71,145,3418572,3365250,53322,3325030,40220,516204372,508152750,508029350,151,151,35.5,425.8,126.3
42092_1#288,"Scaffold: SPAdes + Improvement",5613436,74,75857.24,730337,350552,6,233856,8,217633,11,149553,14,60617,19,323,74,70,3858160,3798617,59543,3753330,45287,582582160,573591167,573457058,151,151,35.5,419.6,120.1
42092_1#306,"Scaffold: SPAdes + Improvement",5283423,32,165106.97,2138034,629486,2,344715,4,286339,5,164000,8,106461,12,360,32,407,3012542,2964161,48381,2927634,36527,454893842,447588311,447483408,151,151,35.5,430.8,119.4
42092_1#308,"Scaffold: SPAdes + Improvement",5654209,66,85669.83,905237,302589,6,241339,8,215198,10,147446,13,75513,18,303,66,305,3426556,3371670,54886,3329794,41876,517409956,509122170,508998472,151,151,35.5,421.1,120.8
42092_1#310,"Scaffold: SPAdes + Improvement",5596036,44,127182.64,1071344,366879,5,348652,7,348535,8,181201,11,99537,15,393,44,458,3749992,3683181,66811,3630796,52385,566248792,556160331,556014694,151,151,35.4,447.1,127.0
42092_1#312,"Scaffold: SPAdes + Improvement",5354902,78,68652.59,765607,315199,6,254461,8,246686,10,167665,13,42370,19,319,78,336,3326892,3275424,51468,3235570,39854,502360692,494589024,494467261,151,151,35.5,449.0,127.4
42092_2#1,"Scaffold: SPAdes + Improvement",5612015,70,80171.64,650207,350102,7,223234,9,215067,11,149618,15,66356,20,325,70,363,1999180,1965636,33544,1941260,24376,301876180,296811036,296745154,151,151,35.6,442.5,114.8
42092_2#2,"Scaffold: SPAdes + Improvement",5476614,69,79371.22,637051,198526,9,195189,11,193116,14,121701,18,48351,24,317,69,1013,1917088,1877623,39465,1848220,29403,289480288,283521073,283453051,151,151,35.5,457.5,125.4
42092_2#3,"Scaffold: SPAdes + Improvement",5331215,33,161551.97,1197320,435184,4,413292,5,376549,6,193651,8,78590,14,311,33,674,1554872,1529383,25489,1510734,18649,234785672,230936833,230885472,151,151,35.6,450.9,118.7
42092_2#4,"Scaffold: SPAdes + Improvement",5484376,46,119225.57,1103614,369953,4,312123,6,227034,8,206040,11,92971,15,340,46,361,2399364,2365231,34133,2341552,23679,362303964,357149881,357079445,151,151,35.8,414.2,117.6
42092_2#5,"Scaffold: SPAdes + Improvement",5574143,55,101348.05,930439,358616,5,283424,7,245875,9,206673,11,86933,16,311,55,0,1970314,1938363,31951,1915344,23019,297517414,292692813,292631290,151,151,35.7,428.8,115.2
42092_2#6,"Scaffold: SPAdes + Improvement",5510501,43,128151.19,1588563,420407,3,402496,4,355742,5,281707,7,101309,11,402,43,488,2208336,2170011,38325,2142404,27607,333458736,327671661,327599503,151,151,35.6,429.0,118.7
42092_2#7,"Scaffold: SPAdes + Improvement",5612885,75,74838.47,730337,368390,6,233918,8,196481,10,160706,13,57259,19,314,75,68,2523752,2483645,40107,2454872,28773,381086552,375030395,374949273,151,151,35.7,413.1,118.4
42092_2#8,"Scaffold: SPAdes + Improvement",5609218,58,96710.66,662836,201994,8,177673,11,141254,15,100910,19,57610,26,401,58,602,2008084,1974466,33618,1950894,23572,303220684,298144366,298079963,151,151,35.7,428.3,127.4
42092_2#9,"Scaffold: SPAdes + Improvement",5561105,44,126388.75,549531,334924,7,263473,8,253111,11,217647,13,120315,16,305,44,368,2155450,2123429,32021,2101428,22001,325472950,320637779,320573745,151,151,35.8,408.2,123.5
42092_2#10,"Scaffold: SPAdes + Improvement",5485605,27,203170.56,1448446,742689,3,485981,4,415623,5,390698,6,220442,8,329,27,674,2457962,2420279,37683,2393506,26773,371152262,365462129,365386578,151,151,35.7,417.6,118.7
42092_2#11,"Scaffold: SPAdes + Improvement",5393397,27,199755.44,1250532,495017,4,482856,5,402364,6,263254,8,166152,10,311,27,1006,1842408,1811293,31115,1788522,22771,278203608,273505243,273444396,151,151,35.6,440.9,115.0
42092_2#12,"Scaffold: SPAdes + Improvement",5314007,81,65605.02,331327,178655,12,164451,15,133312,18,101515,23,38074,31,399,81,414,3404780,3346111,58669,3304104,42007,514121780,505262761,505153940,151,151,35.7,417.1,124.9
